"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1991",4.578335033,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1992",4.532550846,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1993",4.96298444,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1994",4.69350416,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1995",4.91684229,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1996",5.20332272,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1997",4.387339643,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1998",5.267799834,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","1999",4.944641754,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2000",4.597501735,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2001",4.69854213,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2002",4.924494601,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2003",4.81261426,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2004",5.120455885,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2005",5.287654602,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2006",5.326318378,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2007",5.166564896,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2008",5.555752746,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2009",5.2584421,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2010",5.453692308,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2011",5.747450957,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2012",5.869654582,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2013",6.015997577,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2014",5.809605905,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.891550146,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.972901855,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2017",6.089985896,
"CHN","CROPYIELD","MAIZE","TONNE_HA","A","2018",6.082126383,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.75,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.75,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.714285731,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.899999976,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1994",2,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.869565249,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.799999952,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.846153855,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.851851821,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.111111164,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.321428537,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.392857075,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2002",2.916666746,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2003",3,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2004",3,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2005",3,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2006",1.282799959,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2007",1.318000078,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2008",1.399615407,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2009",1.830769181,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2010",1.851111054,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2011",2.216296196,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2012",8.330158234,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2013",2.754999876,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2014",3.111111164,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2015",3.866666555,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2016",3.866666555,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2017",4,
"MYS","CROPYIELD","MAIZE","TONNE_HA","A","2018",4.025980729,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.994140891,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.05151097,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.344994675,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1993",2.440053041,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1994",2.225518333,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1995",2.288274189,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.238904377,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1997",2.384028163,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.342914018,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.472028704,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.461990607,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.577737403,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2002",2.710770749,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.752512472,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.817651348,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.927617618,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.001190311,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.206309043,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2008",3.323683242,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2009",3.236809436,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2010",3.259895044,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2011",2.905775423,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2012",3.187402372,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2013",3.197941177,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2014",3.253714286,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2015",3.329736842,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2016",3.601709069,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2017",3.657027268,
"MEX","CROPYIELD","MAIZE","TONNE_HA","A","2018",3.460546862,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1990",2.132362366,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.150567293,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.203086138,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1993",2.197278976,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1994",2.209392071,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1995",2.257940769,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.485844135,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1997",2.614306927,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.652321339,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","1999",2.662886381,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2000",2.764591694,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2001",2.844639301,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2002",3.087533474,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2003",3.240964651,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2004",3.343818903,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2005",3.453916311,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.469872713,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.660165787,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2008",4.077591896,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2009",4.241272926,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2010",4.433596134,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2011",4.268058777,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2012",4.898180962,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.844145298,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.953974724,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.220506668,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.131249905,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.790476322,
"IDN","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.699998707,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1990",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1991",2.5,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1992",2.5,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1993",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1994",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1995",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1996",2.333333254,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1997",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1998",2.333333254,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","1999",2,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2000",10.25,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2001",6.666666508,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2002",10,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2003",4,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2004",3.857142925,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2005",3.791666746,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2006",5.727272511,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2007",5.625,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2008",5.620689869,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2009",5.565516949,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2010",5.266666889,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2011",5.993463993,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2012",6.025806427,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2013",6.115384579,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2014",6.666666508,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2015",7,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2016",6.714285851,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.714285851,
"SAU","CROPYIELD","MAIZE","TONNE_HA","A","2018",6.598009131,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.371069193,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.399416924,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.371052623,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.326582313,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.650909066,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.40234375,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.543378949,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.426666617,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.411504388,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.341346145,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.231132031,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.026086927,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.11500001,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.303030253,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.257142901,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.211428523,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.051428556,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.068571448,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.005714297,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",0.868571401,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",0.548571408,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",0.365714282,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",0.302857131,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",0.297142863,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",0.331428558,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",0.314285725,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",0.314285725,
"THA","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",0.329485395,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1990",8.62962963,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1991",8.407407407,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1992",8.772727273,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1993",9.190476191,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1994",8.862068966,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1995",8.653846154,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1996",8.858416325,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1997",9.582906466,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1998",9.113910458,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","1999",8.88535947,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2000",9.651433962,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2001",8.943889425,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2002",9.216693236,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2003",4.298855282,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2004",9.613923129,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2005",9.649788835,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2006",7.603883569,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2007",10.16962546,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2008",9.70277062,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2009",10.41343805,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2010",8.492177246,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2011",9.727638781,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2012",9.065017102,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2013",7.294117647,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2014",8.625,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2015",6.333333333,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2016",6.4,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2017",8.421052632,
"CHE","CROPYIELD","MAIZE","TONNE_HA","A","2018",7.414700722,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1990",1.402366877,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1991",1.418632031,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1992",1.364055276,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1993",1.379977226,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1994",1.480898857,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1995",1.608556151,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1996",1.606680989,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1997",1.62593782,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1998",1.730769277,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","1999",1.717791438,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.740677953,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.767629623,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2002",1.856867909,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2003",2.003378868,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2004",2.848849058,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2005",2.984261036,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2006",3.036381483,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2007",3.426520824,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2008",3.415074587,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2009",3.487862349,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2010",3.805173397,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2011",3.991076231,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2012",4.306224823,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2013",4.231236935,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2014",4.388444424,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2015",4.545454502,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2016",4.958528996,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2017",4.813278198,
"PAK","CROPYIELD","MAIZE","TONNE_HA","A","2018",4.885477371,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",2.857142925,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",3,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",3.142857075,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",3,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",3.142857075,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",3.285714388,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",3.285714388,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",3.428571463,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",3.571428537,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.166666627,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.454545498,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.894736886,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.967741966,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",2.057142973,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",2,
"ETH","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",2.059297116,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1990",3.027731192,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1991",3.073952755,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1992",3.184140572,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1993",3.396703104,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1994",3.317796065,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1995",3.520999764,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1996",3.626260377,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1997",3.467178139,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1998",3.806359773,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","1999",3.683047346,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2000",3.544460609,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2001",3.773526295,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2002",3.812967517,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2003",3.91935663,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2004",4.043477211,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2005",4.11749901,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2006",4.224612191,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2007",4.19617583,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2008",4.592922394,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2009",4.26372014,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2010",4.638149103,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2011",4.799890269,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2012",5.067943645,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2013",5.244175489,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2014",5.127903955,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2015",5.243790956,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2016",5.015663289,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2017",5.463570898,
"BRICS","CROPYIELD","MAIZE","TONNE_HA","A","2018",5.359336834,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1990",1.528821463,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1991",1.538398871,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1992",1.681127983,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1993",1.456460518,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1994",1.268226963,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1995",1.519874328,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1996",1.633662962,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1997",1.567052533,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1998",1.437736738,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","1999",1.334313883,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2000",1.313544374,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2001",1.501281643,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2002",1.423493886,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2003",1.306313474,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2004",1.625073297,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2005",1.739103215,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2006",1.733046716,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2007",1.49796111,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2008",1.763297095,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2009",1.981797481,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2010",1.474965697,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2011",1.66211512,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2012",1.515536479,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2013",1.925091527,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2014",1.865549483,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2015",1.826562665,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2016",1.539315298,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2017",1.617647059,
"KOR","CROPYIELD","SOYBEAN","TONNE_HA","A","2018",1.625735295,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1990",13.714285851,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1991",15,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1992",13.166666985,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1993",11.833333015,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1994",11,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1995",10.666666985,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1996",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1997",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1998",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","1999",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2000",1.333333373,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2001",1.166666627,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2002",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2003",1,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2004",10,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2005",6.5,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2006",19.5,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2007",18.600000382,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2008",19.799999237,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2009",27,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2010",28.666666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2011",34.285713196,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2012",25.757575989,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2013",22.916666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2014",33.958332062,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2015",22.25,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2016",26.666666031,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2017",30,
"ISR","CROPYIELD","MAIZE","TONNE_HA","A","2018",26.718731334,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1990",3.535449943,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1991",3.463348135,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1992",3.882587882,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1993",3.205945821,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1994",4.100436937,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1995",3.800805457,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1996",4.137277605,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1997",4.169824913,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1998",4.379771853,
"WLD","CROPYIELD","MAIZE","TONNE_HA","A","1999",4.355283841,
